municipality_code,municipality_name,issue_year,numerator_period_start,numerator_period_end,reported_lyme_cases,population_total_on_1_january,incidence_per_100000,denominator_status
192,Žirovnica,2024,2024-01-01,2024-12-30,19,4535,418.9636163175,valid
193,Žužemberk,2016,2016-01-04,2016-12-26,25,4592,544.425087108,valid
193,Žužemberk,2017,2017-01-02,2017-12-25,6,4606,130.2648719062,valid
193,Žužemberk,2018,2018-01-01,2018-12-31,12,4621,259.6840510712,valid
193,Žužemberk,2019,2019-01-07,2019-12-30,3,4628,64.8228176318,valid
193,Žužemberk,2020,2020-01-06,2020-12-28,9,4702,191.407911527,valid
193,Žužemberk,2021,2021-01-04,2021-12-27,11,4741,232.0185614849,valid
193,Žužemberk,2022,2022-01-03,2022-12-26,2,4719,42.3818605637,valid
193,Žužemberk,2023,2023-01-02,2023-12-25,2,4681,42.7259132664,valid
193,Žužemberk,2024,2024-01-01,2024-12-30,22,4663,471.7992708557,valid
194,Šmartno pri Litiji,2016,2016-01-04,2016-12-26,13,5515,235.7207615594,valid
194,Šmartno pri Litiji,2017,2017-01-02,2017-12-25,18,5545,324.6167718665,valid
194,Šmartno pri Litiji,2018,2018-01-01,2018-12-31,17,5565,305.4806828392,valid
194,Šmartno pri Litiji,2019,2019-01-07,2019-12-30,13,5603,232.0185614849,valid
194,Šmartno pri Litiji,2020,2020-01-06,2020-12-28,12,5642,212.6905352712,valid
194,Šmartno pri Litiji,2021,2021-01-04,2021-12-27,5,5661,88.3236177354,valid
194,Šmartno pri Litiji,2022,2022-01-03,2022-12-26,4,5700,70.1754385965,valid
194,Šmartno pri Litiji,2023,2023-01-02,2023-12-25,2,5768,34.6740638003,valid
194,Šmartno pri Litiji,2024,2024-01-01,2024-12-30,2,5756,34.7463516331,valid
195,Apače,2016,2016-01-04,2016-12-26,10,3581,279.2516056967,valid
195,Apače,2017,2017-01-02,2017-12-25,10,3544,282.1670428894,valid
195,Apače,2018,2018-01-01,2018-12-31,20,3546,564.0157924422,valid
195,Apače,2019,2019-01-07,2019-12-30,11,3516,312.8555176337,valid
195,Apače,2020,2020-01-06,2020-12-28,29,3533,820.8321539768,valid
195,Apače,2021,2021-01-04,2021-12-27,10,3556,281.214848144,valid
195,Apače,2022,2022-01-03,2022-12-26,5,3556,140.607424072,valid
195,Apače,2023,2023-01-02,2023-12-25,0,3536,0,valid
195,Apače,2024,2024-01-01,2024-12-30,3,3580,83.7988826816,valid
196,Cirkulane,2016,2016-01-04,2016-12-26,2,2287,87.45080892,valid
196,Cirkulane,2017,2017-01-02,2017-12-25,7,2344,298.6348122867,valid
196,Cirkulane,2018,2018-01-01,2018-12-31,3,2324,129.0877796902,valid
196,Cirkulane,2019,2019-01-07,2019-12-30,4,2391,167.2940192388,valid
196,Cirkulane,2020,2020-01-06,2020-12-28,5,2345,213.2196162047,valid
196,Cirkulane,2021,2021-01-04,2021-12-27,2,2378,84.1042893188,valid
196,Cirkulane,2022,2022-01-03,2022-12-26,5,2363,211.5954295387,valid
196,Cirkulane,2023,2023-01-02,2023-12-25,2,2366,84.5308537616,valid
196,Cirkulane,2024,2024-01-01,2024-12-30,1,2378,42.0521446594,valid
197,Kostanjevica na Krki,2016,2016-01-04,2016-12-26,3,2419,124.0181893344,valid
197,Kostanjevica na Krki,2017,2017-01-02,2017-12-25,1,2425,41.2371134021,valid
197,Kostanjevica na Krki,2018,2018-01-01,2018-12-31,4,2437,164.1362330735,valid
197,Kostanjevica na Krki,2019,2019-01-07,2019-12-30,4,2450,163.2653061224,valid
197,Kostanjevica na Krki,2020,2020-01-06,2020-12-28,5,2432,205.5921052632,valid
197,Kostanjevica na Krki,2021,2021-01-04,2021-12-27,1,2446,40.8830744072,valid
197,Kostanjevica na Krki,2022,2022-01-03,2022-12-26,4,2453,163.0656339177,valid
197,Kostanjevica na Krki,2023,2023-01-02,2023-12-25,0,2472,0,valid
197,Kostanjevica na Krki,2024,2024-01-01,2024-12-30,3,2464,121.7532467532,valid
198,Makole,2016,2016-01-04,2016-12-26,3,2039,147.1309465424,valid
198,Makole,2017,2017-01-02,2017-12-25,4,2025,197.5308641975,valid
198,Makole,2018,2018-01-01,2018-12-31,13,2019,643.8831104507,valid
198,Makole,2019,2019-01-07,2019-12-30,1,2015,49.6277915633,valid
198,Makole,2020,2020-01-06,2020-12-28,5,2010,248.7562189055,valid
198,Makole,2021,2021-01-04,2021-12-27,1,2051,48.7567040468,valid
198,Makole,2022,2022-01-03,2022-12-26,0,2048,0,valid
198,Makole,2023,2023-01-02,2023-12-25,2,2038,98.1354268891,valid
198,Makole,2024,2024-01-01,2024-12-30,3,2028,147.9289940828,valid
199,Mokronog-Trebelno,2016,2016-01-04,2016-12-26,7,3032,230.8707124011,valid
199,Mokronog-Trebelno,2017,2017-01-02,2017-12-25,6,3045,197.0443349754,valid
199,Mokronog-Trebelno,2018,2018-01-01,2018-12-31,23,3033,758.3250906693,valid
199,Mokronog-Trebelno,2019,2019-01-07,2019-12-30,5,3057,163.5590448152,valid
199,Mokronog-Trebelno,2020,2020-01-06,2020-12-28,13,3089,420.8481709291,valid
199,Mokronog-Trebelno,2021,2021-01-04,2021-12-27,3,3164,94.816687737,valid
199,Mokronog-Trebelno,2022,2022-01-03,2022-12-26,4,3164,126.4222503161,valid
199,Mokronog-Trebelno,2023,2023-01-02,2023-12-25,2,3229,61.9386807061,valid
199,Mokronog-Trebelno,2024,2024-01-01,2024-12-30,6,3223,186.161960906,valid
200,Poljčane,2016,2016-01-04,2016-12-26,3,4421,67.8579506899,valid
200,Poljčane,2017,2017-01-02,2017-12-25,7,4432,157.9422382671,valid
200,Poljčane,2018,2018-01-01,2018-12-31,11,4360,252.2935779817,valid
200,Poljčane,2019,2019-01-07,2019-12-30,1,4431,22.5682690138,valid
200,Poljčane,2020,2020-01-06,2020-12-28,3,4449,67.4308833446,valid
200,Poljčane,2021,2021-01-04,2021-12-27,4,4467,89.5455563018,valid
200,Poljčane,2022,2022-01-03,2022-12-26,5,4493,111.2842198976,valid
200,Poljčane,2023,2023-01-02,2023-12-25,0,4432,0,valid
200,Poljčane,2024,2024-01-01,2024-12-30,2,4396,45.4959053685,valid
201,Renče-Vogrsko,2016,2016-01-04,2016-12-26,9,4323,208.1887578071,valid
201,Renče-Vogrsko,2017,2017-01-02,2017-12-25,15,4365,343.6426116838,valid
201,Renče-Vogrsko,2018,2018-01-01,2018-12-31,25,4307,580.4504295333,valid
201,Renče-Vogrsko,2019,2019-01-07,2019-12-30,20,4354,459.3477262288,valid
201,Renče-Vogrsko,2020,2020-01-06,2020-12-28,27,4371,617.707618394,valid
201,Renče-Vogrsko,2021,2021-01-04,2021-12-27,22,4383,501.9393109742,valid
201,Renče-Vogrsko,2022,2022-01-03,2022-12-26,14,4377,319.8537811286,valid
201,Renče-Vogrsko,2023,2023-01-02,2023-12-25,12,4384,273.7226277372,valid
201,Renče-Vogrsko,2024,2024-01-01,2024-12-30,17,4417,384.8766130858,valid
202,Središče ob Dravi,2016,2016-01-04,2016-12-26,9,2042,440.7443682664,valid
202,Središče ob Dravi,2017,2017-01-02,2017-12-25,10,2019,495.2947003467,valid
202,Središče ob Dravi,2018,2018-01-01,2018-12-31,11,1977,556.3985837127,valid
202,Središče ob Dravi,2019,2019-01-07,2019-12-30,9,1957,459.8875830353,valid
202,Središče ob Dravi,2020,2020-01-06,2020-12-28,13,1902,683.49106204,valid
202,Središče ob Dravi,2021,2021-01-04,2021-12-27,3,1919,156.3314226159,valid
202,Središče ob Dravi,2022,2022-01-03,2022-12-26,1,1904,52.5210084034,valid
202,Središče ob Dravi,2023,2023-01-02,2023-12-25,1,1911,52.3286237572,valid
202,Središče ob Dravi,2024,2024-01-01,2024-12-30,8,1867,428.4949116229,valid
203,Straža,2016,2016-01-04,2016-12-26,17,3821,444.9097095001,valid
203,Straža,2017,2017-01-02,2017-12-25,8,3837,208.496221006,valid
203,Straža,2018,2018-01-01,2018-12-31,27,3873,697.1340046476,valid
203,Straža,2019,2019-01-07,2019-12-30,4,3912,102.2494887526,valid
203,Straža,2020,2020-01-06,2020-12-28,20,3936,508.1300813008,valid
203,Straža,2021,2021-01-04,2021-12-27,4,3881,103.0662200464,valid
203,Straža,2022,2022-01-03,2022-12-26,2,3881,51.5331100232,valid
203,Straža,2023,2023-01-02,2023-12-25,2,3878,51.5729757607,valid
203,Straža,2024,2024-01-01,2024-12-30,2,3905,51.2163892446,valid
204,Sveta Trojica v Slovenskih goricah,2016,2016-01-04,2016-12-26,3,2054,146.0564751704,valid
204,Sveta Trojica v Slovenskih goricah,2017,2017-01-02,2017-12-25,3,2071,144.8575567359,valid
204,Sveta Trojica v Slovenskih goricah,2018,2018-01-01,2018-12-31,5,2065,242.1307506053,valid
204,Sveta Trojica v Slovenskih goricah,2019,2019-01-07,2019-12-30,5,2078,240.6159769009,valid
204,Sveta Trojica v Slovenskih goricah,2020,2020-01-06,2020-12-28,7,2101,333.1746787244,valid
204,Sveta Trojica v Slovenskih goricah,2021,2021-01-04,2021-12-27,2,2193,91.1992704058,valid
204,Sveta Trojica v Slovenskih goricah,2022,2022-01-03,2022-12-26,8,2194,364.6308113036,valid
204,Sveta Trojica v Slovenskih goricah,2023,2023-01-02,2023-12-25,5,2168,230.6273062731,valid
204,Sveta Trojica v Slovenskih goricah,2024,2024-01-01,2024-12-30,11,2222,495.0495049505,valid
205,Sveti Tomaž,2016,2016-01-04,2016-12-26,5,2051,243.783520234,valid
205,Sveti Tomaž,2017,2017-01-02,2017-12-25,13,2006,648.0558325025,valid
205,Sveti Tomaž,2018,2018-01-01,2018-12-31,16,2011,795.624067628,valid
205,Sveti Tomaž,2019,2019-01-07,2019-12-30,10,2015,496.2779156328,valid
205,Sveti Tomaž,2020,2020-01-06,2020-12-28,15,1988,754.5271629779,valid
205,Sveti Tomaž,2021,2021-01-04,2021-12-27,5,2007,249.1280518186,valid
205,Sveti Tomaž,2022,2022-01-03,2022-12-26,4,2015,198.5111662531,valid
205,Sveti Tomaž,2023,2023-01-02,2023-12-25,7,1979,353.7139969682,valid
205,Sveti Tomaž,2024,2024-01-01,2024-12-30,7,1978,353.8928210313,valid
206,Šmarješke Toplice,2016,2016-01-04,2016-12-26,7,3293,212.5721226845,valid
206,Šmarješke Toplice,2017,2017-01-02,2017-12-25,7,3296,212.3786407767,valid
206,Šmarješke Toplice,2018,2018-01-01,2018-12-31,15,3310,453.1722054381,valid
206,Šmarješke Toplice,2019,2019-01-07,2019-12-30,4,3378,118.4132622854,valid
206,Šmarješke Toplice,2020,2020-01-06,2020-12-28,10,3462,288.8503755055,valid
206,Šmarješke Toplice,2021,2021-01-04,2021-12-27,5,3521,142.005112184,valid
206,Šmarješke Toplice,2022,2022-01-03,2022-12-26,4,3522,113.5718341851,valid
206,Šmarješke Toplice,2023,2023-01-02,2023-12-25,0,3544,0,valid
206,Šmarješke Toplice,2024,2024-01-01,2024-12-30,10,3583,279.0957298353,valid
207,Gorje,2016,2016-01-04,2016-12-26,2,2822,70.8717221828,valid
207,Gorje,2017,2017-01-02,2017-12-25,6,2816,213.0681818182,valid
207,Gorje,2018,2018-01-01,2018-12-31,6,2792,214.899713467,valid
207,Gorje,2019,2019-01-07,2019-12-30,4,2762,144.8225923244,valid
207,Gorje,2020,2020-01-06,2020-12-28,15,2738,547.8451424397,valid
207,Gorje,2021,2021-01-04,2021-12-27,5,2769,180.5706031058,valid
207,Gorje,2022,2022-01-03,2022-12-26,4,2779,143.9366678661,valid
207,Gorje,2023,2023-01-02,2023-12-25,5,2793,179.0189760115,valid
207,Gorje,2024,2024-01-01,2024-12-30,6,2744,218.6588921283,valid
208,Log-Dragomer,2016,2016-01-04,2016-12-26,7,3606,194.1209095951,valid
208,Log-Dragomer,2017,2017-01-02,2017-12-25,14,3653,383.2466465918,valid
208,Log-Dragomer,2018,2018-01-01,2018-12-31,13,3631,358.0280914349,valid
208,Log-Dragomer,2019,2019-01-07,2019-12-30,10,3669,272.5538293813,valid
208,Log-Dragomer,2020,2020-01-06,2020-12-28,16,3656,437.636761488,valid
208,Log-Dragomer,2021,2021-01-04,2021-12-27,10,3620,276.2430939227,valid
208,Log-Dragomer,2022,2022-01-03,2022-12-26,7,3681,190.1657158381,valid
208,Log-Dragomer,2023,2023-01-02,2023-12-25,8,3764,212.5398512221,valid
208,Log-Dragomer,2024,2024-01-01,2024-12-30,5,3812,131.1647429171,valid
209,Rečica ob Savinji,2016,2016-01-04,2016-12-26,4,2328,171.8213058419,valid
209,Rečica ob Savinji,2017,2017-01-02,2017-12-25,17,2308,736.568457539,valid
209,Rečica ob Savinji,2018,2018-01-01,2018-12-31,21,2267,926.3343625937,valid
209,Rečica ob Savinji,2019,2019-01-07,2019-12-30,6,2314,259.2912705272,valid
209,Rečica ob Savinji,2020,2020-01-06,2020-12-28,6,2322,258.3979328165,valid
209,Rečica ob Savinji,2021,2021-01-04,2021-12-27,1,2355,42.4628450106,valid
209,Rečica ob Savinji,2022,2022-01-03,2022-12-26,0,2324,0,valid
209,Rečica ob Savinji,2023,2023-01-02,2023-12-25,0,2318,0,valid
209,Rečica ob Savinji,2024,2024-01-01,2024-12-30,0,2328,0,valid
210,Sveti Jurij v Slovenskih goricah,2016,2016-01-04,2016-12-26,4,2076,192.6782273603,valid
210,Sveti Jurij v Slovenskih goricah,2017,2017-01-02,2017-12-25,8,2097,381.4973772055,valid
210,Sveti Jurij v Slovenskih goricah,2018,2018-01-01,2018-12-31,10,2055,486.6180048662,valid
210,Sveti Jurij v Slovenskih goricah,2019,2019-01-07,2019-12-30,7,2075,337.3493975904,valid
210,Sveti Jurij v Slovenskih goricah,2020,2020-01-06,2020-12-28,6,2098,285.9866539561,valid
210,Sveti Jurij v Slovenskih goricah,2021,2021-01-04,2021-12-27,5,2114,236.518448439,valid
210,Sveti Jurij v Slovenskih goricah,2022,2022-01-03,2022-12-26,5,2118,236.0717658168,valid
210,Sveti Jurij v Slovenskih goricah,2023,2023-01-02,2023-12-25,3,2132,140.712945591,valid
210,Sveti Jurij v Slovenskih goricah,2024,2024-01-01,2024-12-30,1,2186,45.7456541629,valid
211,Šentrupert,2016,2016-01-04,2016-12-26,3,2923,102.6342798495,valid
211,Šentrupert,2017,2017-01-02,2017-12-25,5,2853,175.2541184718,valid
211,Šentrupert,2018,2018-01-01,2018-12-31,9,2908,309.4910591472,valid
211,Šentrupert,2019,2019-01-07,2019-12-30,3,2947,101.7984390906,valid
211,Šentrupert,2020,2020-01-06,2020-12-28,10,2969,336.8137420007,valid
211,Šentrupert,2021,2021-01-04,2021-12-27,3,2898,103.5196687371,valid
211,Šentrupert,2022,2022-01-03,2022-12-26,2,2935,68.1431005111,valid
211,Šentrupert,2023,2023-01-02,2023-12-25,3,2939,102.0755358966,valid
211,Šentrupert,2024,2024-01-01,2024-12-30,4,2995,133.5559265442,valid
212,Mirna,2016,2016-01-04,2016-12-26,8,2515,318.0914512922,valid
212,Mirna,2017,2017-01-02,2017-12-25,4,2555,156.5557729941,valid
212,Mirna,2018,2018-01-01,2018-12-31,12,2575,466.0194174757,valid
212,Mirna,2019,2019-01-07,2019-12-30,2,2616,76.4525993884,valid
212,Mirna,2020,2020-01-06,2020-12-28,11,2649,415.2510381276,valid
212,Mirna,2021,2021-01-04,2021-12-27,4,2683,149.0868430861,valid
212,Mirna,2022,2022-01-03,2022-12-26,5,2694,185.5976243504,valid
212,Mirna,2023,2023-01-02,2023-12-25,2,2714,73.6919675755,valid
212,Mirna,2024,2024-01-01,2024-12-30,3,2753,108.9720305122,valid
213,Ankaran,2016,2016-01-04,2016-12-26,5,3235,154.5595054096,valid
213,Ankaran,2017,2017-01-02,2017-12-25,6,3229,185.8160421183,valid
213,Ankaran,2018,2018-01-01,2018-12-31,4,3209,124.6494234964,valid
213,Ankaran,2019,2019-01-07,2019-12-30,2,3206,62.3830318153,valid
213,Ankaran,2020,2020-01-06,2020-12-28,4,3224,124.0694789082,valid
213,Ankaran,2021,2021-01-04,2021-12-27,3,3261,91.9963201472,valid
213,Ankaran,2022,2022-01-03,2022-12-26,5,3282,152.3461304083,valid
213,Ankaran,2023,2023-01-02,2023-12-25,3,3388,88.5478158205,valid
213,Ankaran,2024,2024-01-01,2024-12-30,8,3325,240.6015037594,valid
